이름,레벨,푼 문제 번호,푼 문제의 레벨,unrated,bronze,silver,gold,platinum,diamond,ruby
윤건우,9,"[16975, 1061, 5626, 24535, 10216, 16214, 2432, 1305, 17267, 28135, 10769, 3623, 17396, 2654, 25032, 7287, 5812, 1623, 1512, 25620, 21940, 7890, 1089, 4217, 16933, 1598, 27953, 3908, 1002, 3164, 17207, 24034, 18856, 16716, 3985, 12874, 1712, 5637, 27210, 22874, 23259, 1411, 17387, 15932, 10839, 1703, 17281, 20128, 24499, 12781]","[17, 20, 16, 16, 12, 21, 24, 17, 16, 3, 5, 0, 11, 16, 18, 1, 19, 15, 11, 15, 12, 25, 12, 15, 15, 3, 16, 13, 8, 12, 6, 23, 3, 16, 5, 17, 4, 7, 11, 25, 15, 9, 14, 0, 19, 3, 12, 14, 7, 13]",2.0,8.0,5.0,17.0,13.0,5.0,0.0
박준영,9,"[12863, 1606, 6679, 17348, 23742, 14612, 3526, 28356, 3131, 26517, 16130, 11034, 27493, 10220, 12728, 26645, 2412, 16116, 1133, 19623, 17507, 3501, 9437, 2530, 24174, 12870, 7146, 25498, 23806, 23978, 12033, 25022, 23297, 2217, 2146, 14437, 18827, 18114, 25683, 15943, 9327, 1623, 13729, 24229, 3621, 12732, 13426, 12912, 17392, 1978]","[12, 8, 4, 24, 12, 7, 16, 8, 16, 6, 5, 3, 0, 18, 20, 3, 12, 15, 16, 13, 22, 19, 4, 2, 6, 21, 12, 14, 3, 11, 6, 20, 18, 7, 13, 14, 22, 11, 10, 28, 15, 15, 22, 12, 10, 11, 20, 15, 10, 4]",1.0,8.0,10.0,16.0,9.0,5.0,1.0
강영희,9,"[17473, 24550, 13306, 27512, 15882, 23085, 4195, 27322, 16456, 10918, 1901, 19952, 25439, 27085, 11877, 20327, 27608, 13008, 29261, 9328, 4883, 28397, 25690, 2119, 15715, 1349, 24519, 28255, 16894, 2413, 20209, 3097, 9556, 22861, 10975, 12418, 1069, 13567, 16221, 22972, 22964, 3409, 16718, 1729, 15725, 17228, 1237, 17083, 2339, 10716]","[26, 22, 17, 4, 15, 12, 14, 23, 10, 0, 19, 12, 23, 14, 13, 13, 27, 14, 17, 15, 10, 24, 13, 19, 19, 0, 16, 5, 13, 14, 13, 7, 17, 15, 11, 17, 13, 7, 17, 18, 13, 21, 26, 15, 7, 19, 0, 20, 15, 23]",3.0,2.0,5.0,19.0,12.0,6.0,3.0
노은경,1,"[1241, 29082, 3584, 3990, 27112, 1315, 5177, 2374, 3035, 19580, 3903, 11082, 28084, 28135, 12906, 25456, 1265, 7546, 22899, 24039, 13415, 26650, 16197, 2117, 2144, 1496, 16509, 1702, 23028, 7616, 2656, 24509, 3780, 13030, 1215, 18893, 17076, 5641, 27441, 8895, 25243, 12843, 23040, 7343, 2398, 12961, 1417, 27455, 4948, 15816]","[11, 25, 12, 22, 9, 18, 9, 12, 5, 16, 22, 11, 17, 3, 13, 20, 18, 8, 14, 6, 15, 10, 12, 10, 15, 0, 11, 16, 6, 19, 0, 6, 16, 19, 17, 27, 18, 12, 16, 15, 16, 18, 13, 14, 15, 21, 6, 17, 9, 17]",2.0,2.0,10.0,15.0,16.0,4.0,1.0
김경수,9,"[18240, 7620, 25628, 12839, 2116, 28090, 1468, 23302, 28691, 14911, 12894, 3178, 3362, 15786, 24889, 15310, 23844, 18833, 3998, 20151, 11397, 24315, 1751, 17960, 3666, 13317, 9240, 1156, 24091, 19535, 10562, 2394, 20557, 29260, 20424, 9464, 1837, 10759, 10299, 2443, 1099, 2287, 6580, 11134, 2869, 23826, 26081, 23821, 5722, 14273]","[14, 16, 2, 16, 11, 19, 0, 12, 1, 7, 18, 12, 15, 5, 19, 25, 15, 0, 24, 21, 23, 7, 18, 23, 21, 13, 18, 21, 6, 13, 21, 16, 22, 24, 19, 15, 3, 19, 0, 3, 13, 14, 8, 3, 5, 7, 17, 16, 15, 0]",4.0,7.0,5.0,12.0,12.0,10.0,0.0
박미영,4,"[1956, 3421, 16439, 10000, 3230, 15876, 18120, 15979, 14921, 22976, 13436, 2280, 3360, 2158, 28698, 1981, 2985, 12837, 12995, 16142, 13336, 12739, 13171, 11690, 7576, 10167, 22957, 2834, 16714, 28080, 1541, 11284, 17117, 17451, 28113, 2198, 23824, 2640, 13923, 16432, 17272, 28471, 2366, 1113, 8394, 17942, 1546, 1669, 2582, 11296]","[12, 24, 7, 17, 6, 6, 17, 9, 11, 18, 0, 0, 10, 13, 22, 16, 3, 15, 19, 20, 21, 8, 8, 13, 11, 21, 16, 17, 20, 15, 9, 5, 0, 8, 1, 0, 21, 0, 7, 12, 15, 10, 0, 15, 8, 15, 5, 11, 0, 4]",7.0,5.0,12.0,12.0,9.0,5.0,0.0
김현지,2,"[9493, 16646, 17219, 16991, 27084, 7516, 1375, 1753, 1038, 27889, 10916, 23040, 19950, 23748, 20159, 24529, 8898, 27732, 2857, 19587, 6209, 4613, 27319, 3075, 17467, 10545, 14242, 9012, 2331, 2352, 15933, 13536, 15502, 15646, 24400, 13416, 16436, 1152, 22876, 27938, 9753, 25793, 21944, 16197, 1277, 17128, 9326, 13434, 16973, 5466]","[3, 27, 7, 15, 11, 15, 14, 12, 11, 1, 22, 13, 11, 14, 11, 17, 23, 17, 3, 15, 13, 4, 17, 13, 21, 5, 0, 7, 7, 14, 17, 19, 14, 17, 11, 3, 18, 4, 17, 24, 9, 10, 14, 12, 12, 9, 13, 0, 12, 22]",2.0,7.0,6.0,21.0,8.0,5.0,1.0
안진호,5,"[19855, 23296, 16283, 12422, 25049, 9765, 15772, 12033, 23042, 15887, 2710, 3152, 1965, 26166, 1374, 1069, 24909, 1530, 15791, 3662, 26156, 19551, 2320, 3954, 3204, 5569, 5523, 14259, 11402, 28426, 1711, 14744, 1446, 25825, 20943, 19857, 25287, 10992, 28140, 25705, 1068, 5480, 1956, 16937, 14399, 1600, 27309, 10976, 14944, 29260]","[25, 14, 4, 0, 13, 10, 13, 6, 15, 6, 17, 7, 9, 15, 11, 13, 0, 19, 15, 19, 12, 26, 15, 15, 19, 12, 3, 0, 16, 11, 11, 18, 10, 12, 12, 19, 7, 3, 11, 5, 11, 20, 12, 8, 18, 13, 25, 17, 17, 24]",3.0,4.0,8.0,20.0,11.0,3.0,1.0
김영희,9,"[7144, 27157, 2652, 19241, 20935, 1114, 24507, 14863, 19594, 3640, 25215, 9203, 13012, 1935, 17303, 3186, 4626, 2636, 7888, 4095, 7806, 27438, 27878, 2534, 18159, 9372, 1826, 18794, 1906, 2860, 7789, 2386, 17939, 26076, 9467, 2200, 17488, 26600, 18833, 15784, 25442, 21278, 9489, 16979, 5639, 22903, 23319, 27917, 3055, 2204]","[17, 18, 15, 13, 21, 15, 23, 12, 16, 19, 10, 13, 17, 8, 20, 9, 8, 12, 22, 12, 13, 12, 13, 21, 16, 7, 14, 27, 18, 12, 4, 4, 10, 16, 23, 8, 6, 17, 0, 3, 23, 11, 12, 20, 11, 23, 0, 17, 12, 5]",2.0,4.0,8.0,16.0,12.0,7.0,1.0
임도현,10,"[2914, 16993, 16231, 1396, 10215, 13546, 16975, 17497, 4396, 24939, 14615, 8884, 11946, 2918, 20656, 2566, 17393, 15559, 15702, 10163, 16906, 17069, 1550, 2667, 10908, 12026, 4892, 27087, 3177, 15804, 19529, 5640, 18856, 12888, 1764, 5461, 2957, 10897, 16930, 9324, 15812, 17139, 2841, 2207, 24531, 5979, 14596, 16989, 14434, 14283]","[3, 20, 25, 20, 17, 22, 17, 13, 7, 8, 12, 20, 7, 0, 29, 3, 7, 14, 6, 5, 16, 12, 4, 10, 22, 10, 3, 11, 16, 14, 17, 15, 3, 12, 7, 18, 16, 7, 18, 6, 9, 22, 10, 17, 21, 26, 10, 17, 15, 20]",1.0,6.0,13.0,9.0,14.0,5.0,2.0
김은주,3,"[18376, 15639, 9541, 24498, 28365, 1196, 15649, 1717, 2654, 24023, 1324, 13912, 21313, 9764, 13031, 19588, 22937, 2225, 14937, 2523, 3019, 13509, 21735, 4230, 16459, 17397, 25021, 28037, 5052, 9242, 25165, 18770, 12943, 14942, 22986, 27960, 1245, 7812, 10716, 2171, 2254, 12742, 2784, 3566, 2338, 1954, 13574, 16220, 4752, 2743]","[24, 0, 28, 7, 23, 22, 8, 11, 16, 11, 0, 15, 4, 10, 14, 16, 9, 11, 0, 3, 10, 20, 8, 19, 8, 14, 23, 12, 12, 7, 4, 19, 0, 16, 5, 3, 11, 16, 23, 12, 17, 16, 9, 5, 1, 12, 25, 16, 16, 1]",4.0,8.0,9.0,11.0,11.0,6.0,1.0
오도윤,4,"[12871, 3231, 4779, 10927, 17119, 2209, 7332, 4315, 2205, 20184, 24524, 27470, 27725, 1102, 22349, 12093, 10453, 14585, 20149, 28694, 19539, 1321, 9278, 2860, 2598, 5600, 23281, 2050, 3498, 24549, 14914, 2511, 13031, 3065, 27648, 20307, 25582, 3778, 6757, 5766, 15270, 13263, 1040, 1052, 20506, 3640, 16711, 3442, 1101, 1457]","[6, 7, 8, 0, 0, 19, 21, 16, 10, 20, 11, 16, 12, 16, 22, 0, 11, 10, 17, 16, 11, 16, 12, 12, 18, 8, 16, 0, 19, 20, 4, 4, 14, 0, 6, 18, 17, 4, 15, 7, 9, 19, 19, 10, 15, 19, 19, 16, 12, 15]",5.0,3.0,10.0,11.0,19.0,2.0,0.0
하지영,9,"[19582, 17375, 3018, 24235, 4030, 14650, 3825, 10255, 2358, 2283, 1458, 9516, 16975, 9077, 7612, 28686, 20922, 20496, 1160, 17284, 9210, 15719, 11971, 27979, 12898, 9082, 2456, 13249, 17500, 10895, 9482, 16138, 27895, 7775, 10178, 2938, 1097, 14260, 9054, 17203, 12009, 27918, 15881, 10407, 24025, 22998, 10775, 1442, 6616, 23028]","[13, 26, 8, 19, 9, 9, 12, 17, 7, 14, 0, 0, 17, 13, 0, 26, 10, 15, 16, 3, 14, 6, 6, 12, 23, 11, 5, 11, 16, 9, 22, 23, 14, 13, 3, 11, 16, 0, 0, 7, 24, 2, 5, 8, 12, 20, 14, 19, 8, 6]",5.0,5.0,12.0,14.0,8.0,4.0,2.0
이중수,9,"[14424, 23803, 23084, 15882, 2584, 6321, 19944, 1761, 17216, 12999, 28087, 25180, 2245, 15730, 1898, 2606, 16144, 27170, 28109, 10987, 22874, 10212, 26168, 2660, 25427, 18870, 1837, 27954, 24727, 27534, 25513, 7775, 17108, 16857, 1717, 7546, 22857, 13418, 16286, 22983, 26647, 2132, 22860, 26607, 18235, 22355, 3034, 25405, 18500, 8112]","[21, 3, 13, 15, 22, 3, 2, 16, 10, 20, 12, 8, 15, 16, 14, 8, 13, 20, 12, 3, 25, 0, 7, 11, 11, 9, 3, 17, 13, 13, 11, 13, 0, 24, 11, 8, 9, 13, 19, 14, 25, 14, 13, 13, 14, 20, 3, 20, 15, 17]",2.0,6.0,7.0,21.0,9.0,5.0,0.0
전유진,6,"[3090, 2005, 1280, 13977, 1776, 24266, 10912, 15640, 14672, 17451, 13442, 10899, 2481, 19543, 2764, 25376, 10827, 16910, 25613, 26271, 17364, 2834, 20921, 10041, 25204, 12091, 13027, 2827, 17668, 25974, 11800, 20921, 1745, 15927, 16951, 1456, 1532, 3030, 15633, 25554, 3895, 27397, 10039, 10977, 13927, 11938, 12981, 16223, 3853, 2780]","[19, 17, 17, 16, 0, 3, 26, 17, 18, 8, 23, 9, 14, 16, 16, 12, 11, 21, 24, 22, 21, 17, 10, 5, 7, 0, 14, 20, 21, 19, 3, 10, 20, 11, 7, 11, 12, 14, 3, 17, 16, 12, 2, 17, 24, 20, 7, 23, 0, 10]",3.0,5.0,8.0,9.0,16.0,8.0,1.0
류정수,10,"[2701, 23838, 27979, 16157, 26070, 1935, 1006, 17672, 16945, 17369, 10735, 1909, 19617, 1104, 3909, 10655, 10255, 2151, 1291, 12761, 5544, 11320, 4379, 16994, 20946, 16130, 20410, 12947, 3108, 20362, 21736, 12877, 13699, 2430, 7569, 3995, 23817, 18807, 1309, 20131, 4384, 24090, 16125, 13032, 25712, 1005, 5446, 1317, 1708, 14571]","[14, 26, 12, 17, 7, 8, 18, 25, 9, 19, 26, 22, 0, 18, 0, 8, 17, 13, 8, 10, 5, 3, 12, 20, 11, 5, 3, 11, 14, 5, 9, 17, 7, 25, 11, 18, 15, 0, 10, 16, 15, 6, 19, 11, 12, 13, 18, 0, 16, 18]",4.0,5.0,10.0,13.0,13.0,3.0,2.0
김민재,8,"[27452, 10930, 14280, 4205, 18827, 15943, 1043, 10953, 24537, 25607, 3084, 1214, 11718, 11939, 12436, 1520, 9241, 11567, 28239, 1050, 25394, 9363, 13017, 12999, 28038, 16708, 25188, 14460, 24896, 24054, 15491, 27436, 16571, 18771, 1773, 2220, 15958, 1435, 1002, 17433, 10775, 1997, 11912, 28427, 25327, 22883, 14424, 28278, 5250, 20418]","[16, 0, 16, 19, 22, 28, 12, 3, 14, 16, 0, 16, 1, 20, 0, 13, 11, 14, 5, 16, 19, 13, 0, 20, 9, 20, 13, 21, 21, 17, 18, 7, 13, 21, 4, 17, 23, 14, 8, 11, 14, 11, 14, 12, 8, 24, 21, 7, 23, 19]",4.0,4.0,5.0,14.0,14.0,8.0,1.0
박성호,6,"[15574, 9080, 23752, 16685, 1803, 1856, 25045, 15734, 27956, 11568, 11907, 17465, 10800, 3107, 17297, 1470, 15827, 27525, 3806, 13699, 20539, 10893, 1787, 10864, 16207, 12997, 1776, 2506, 11834, 3115, 2156, 10254, 11002, 27871, 9322, 27884, 24174, 1547, 26266, 9082, 10836, 27951, 2113, 1538, 11937, 2566, 18404, 10900, 22976, 3623]","[12, 11, 18, 19, 14, 15, 8, 3, 24, 9, 22, 30, 14, 11, 13, 14, 17, 23, 13, 7, 24, 22, 19, 4, 13, 0, 0, 3, 14, 20, 10, 19, 27, 20, 7, 10, 6, 3, 10, 11, 12, 5, 24, 21, 19, 3, 10, 25, 18, 0]",3.0,6.0,9.0,13.0,9.0,8.0,2.0
김민지,5,"[11719, 23628, 1989, 24516, 4219, 16914, 17368, 23258, 18110, 3970, 23969, 9413, 22905, 17781, 26161, 6569, 2597, 5014, 2548, 21294, 2469, 8926, 16209, 1192, 10728, 7516, 1550, 10806, 1386, 14496, 25634, 1230, 21554, 14870, 9376, 11689, 16561, 2246, 13252, 27168, 24678, 25634, 2617, 25709, 3857, 25395, 10732, 16639, 11943, 21868]","[3, 5, 16, 8, 18, 19, 21, 15, 7, 23, 5, 19, 23, 25, 20, 18, 8, 10, 8, 0, 11, 0, 13, 22, 10, 15, 4, 22, 25, 9, 11, 15, 7, 22, 17, 15, 4, 5, 12, 23, 13, 11, 12, 8, 19, 12, 0, 15, 2, 9]",3.0,7.0,10.0,13.0,8.0,9.0,0.0
박유진,1,"[20167, 18112, 22981, 15591, 14628, 1615, 13565, 17393, 20531, 22253, 4096, 2764, 2994, 25380, 24526, 2552, 22974, 2063, 15737, 24464, 1708, 20185, 1338, 2112, 13271, 9211, 5683, 9613, 1147, 2034, 3025, 10876, 9576, 16121, 1676, 11284, 1010, 22937, 3319, 2254, 20315, 27901, 2955, 18809, 16157, 15940, 28110, 1041, 21966, 29197]","[10, 11, 11, 11, 13, 15, 9, 7, 16, 15, 7, 16, 16, 18, 14, 19, 17, 9, 24, 10, 16, 0, 12, 17, 20, 15, 0, 7, 18, 7, 17, 21, 14, 21, 6, 5, 6, 9, 23, 17, 19, 0, 14, 15, 17, 22, 7, 11, 6, 9]",3.0,1.0,14.0,13.0,14.0,5.0,0.0
이경숙,5,"[17123, 15491, 18170, 10914, 28118, 2847, 16881, 17275, 26009, 17453, 16943, 14469, 9254, 14469, 18350, 2731, 25456, 16914, 14866, 18792, 9076, 10168, 28434, 3701, 14931, 5638, 28686, 21732, 12860, 2691, 4399, 27210, 9610, 2063, 24940, 4241, 3086, 28084, 15915, 10887, 4889, 17378, 1676, 17362, 1224, 17117, 26257, 25914, 4134, 10562]","[9, 18, 13, 6, 12, 7, 19, 17, 13, 12, 10, 7, 0, 7, 25, 16, 20, 19, 20, 26, 4, 21, 22, 15, 10, 10, 26, 19, 0, 13, 15, 11, 3, 9, 13, 14, 15, 17, 0, 13, 10, 23, 6, 2, 20, 0, 7, 19, 7, 21]",4.0,3.0,13.0,12.0,11.0,5.0,2.0
김재호,5,"[28272, 23744, 14879, 15963, 5823, 3133, 16467, 9078, 2789, 14431, 23757, 1341, 15663, 9437, 9465, 10513, 5461, 20503, 16233, 28358, 28702, 10801, 1049, 24441, 6593, 2295, 1655, 1773, 9083, 2328, 13703, 1435, 1353, 2454, 28473, 7343, 11719, 2799, 1282, 11655, 2335, 2956, 6609, 24937, 13183, 1780, 12436, 20443, 18829, 6543]","[0, 18, 0, 2, 26, 20, 15, 14, 4, 13, 9, 13, 9, 4, 10, 22, 18, 22, 15, 6, 5, 4, 7, 16, 11, 12, 14, 4, 0, 16, 11, 14, 16, 19, 14, 14, 3, 7, 20, 5, 13, 22, 4, 4, 9, 9, 0, 14, 0, 17]",5.0,10.0,8.0,14.0,9.0,3.0,1.0
이현주,9,"[17440, 4256, 7157, 1584, 10759, 14494, 17121, 11941, 4587, 15873, 9547, 18790, 25384, 14233, 15876, 20529, 18377, 13305, 1171, 13553, 24043, 11056, 10996, 21980, 23291, 1397, 11097, 16859, 25240, 25378, 16938, 2010, 14267, 10988, 27907, 13249, 25238, 1777, 15997, 1492, 7476, 14653, 24530, 26073, 1273, 12990, 11941, 4056, 27654, 2197]","[20, 14, 0, 11, 19, 8, 0, 22, 10, 2, 8, 14, 21, 10, 6, 10, 23, 8, 19, 20, 18, 12, 4, 9, 16, 0, 18, 22, 13, 15, 11, 3, 12, 4, 6, 11, 2, 16, 13, 19, 15, 9, 18, 13, 18, 20, 22, 12, 16, 19]",3.0,5.0,10.0,13.0,14.0,5.0,0.0
김은정,3,"[2076, 12174, 1009, 16891, 15559, 27878, 3623, 2295, 27894, 3064, 20297, 20167, 18131, 19542, 12982, 13241, 20942, 1381, 10870, 3655, 4999, 10931, 10919, 27495, 27376, 10221, 12426, 25242, 1425, 12973, 1570, 5338, 3845, 27944, 19599, 11689, 5573, 1017, 18892, 1552, 10889, 10101, 28274, 14438, 27305, 18440, 15561, 11037, 10867, 28326]","[19, 4, 4, 14, 14, 13, 0, 12, 17, 12, 21, 10, 16, 13, 15, 6, 21, 0, 4, 11, 1, 0, 19, 8, 8, 21, 21, 16, 14, 18, 12, 1, 5, 16, 8, 15, 18, 18, 17, 10, 0, 2, 22, 15, 21, 27, 20, 12, 6, 18]",4.0,7.0,7.0,13.0,12.0,6.0,1.0
신영숙,5,"[2841, 19544, 12984, 27932, 22861, 25516, 1325, 6359, 17075, 11391, 19592, 1744, 10897, 28401, 20536, 13119, 11402, 14625, 10724, 10327, 25384, 2089, 1862, 13207, 25238, 2349, 17227, 24024, 1117, 13428, 17138, 24968, 17356, 12428, 4305, 11949, 26153, 4900, 2691, 26040, 23797, 26087, 17621, 26608, 2840, 2096, 24511, 1439, 1367, 15713]","[10, 16, 0, 9, 15, 9, 10, 4, 16, 12, 6, 12, 7, 21, 27, 6, 16, 4, 26, 18, 21, 9, 7, 22, 2, 0, 18, 17, 11, 22, 19, 21, 2, 19, 17, 4, 12, 8, 13, 3, 10, 16, 19, 20, 7, 11, 8, 6, 0, 18]",3.0,6.0,14.0,7.0,13.0,5.0,2.0
이상훈,10,"[20939, 22942, 9346, 17624, 9366, 10476, 10887, 14908, 21607, 3033, 1965, 3498, 2171, 23307, 3682, 21731, 1597, 2351, 17120, 20047, 15924, 11094, 1266, 25617, 3107, 4619, 2888, 9414, 17365, 18826, 12960, 2719, 6439, 10717, 9376, 1214, 17127, 15317, 1713, 27943, 24060, 2117, 3683, 25798, 11000, 10174, 9089, 2167, 15652, 12979]","[21, 12, 0, 22, 3, 11, 13, 15, 20, 18, 9, 19, 12, 13, 18, 28, 0, 20, 0, 14, 11, 4, 23, 24, 11, 3, 18, 7, 18, 0, 19, 0, 15, 21, 17, 16, 6, 14, 10, 11, 8, 10, 19, 21, 11, 4, 0, 6, 8, 11]",6.0,4.0,8.0,14.0,11.0,6.0,1.0
김현준,4,"[16218, 12144, 28353, 26079, 24916, 14678, 28126, 2777, 1234, 15647, 2138, 1990, 25689, 17109, 3094, 9368, 2536, 28067, 9091, 17236, 14425, 26164, 20667, 3181, 17444, 17365, 2523, 4779, 26092, 14912, 1999, 18866, 17945, 12955, 2440, 2919, 1028, 2331, 11365, 22236, 16130, 13311, 9214, 23846, 13145, 12884, 15999, 2171, 27977, 16459]","[6, 21, 8, 17, 17, 14, 9, 9, 14, 17, 11, 11, 12, 0, 0, 16, 15, 12, 0, 12, 8, 30, 15, 4, 22, 18, 3, 8, 12, 6, 14, 11, 3, 17, 2, 20, 16, 7, 2, 12, 5, 3, 5, 15, 23, 17, 13, 12, 12, 8]",3.0,8.0,9.0,17.0,9.0,3.0,1.0
김예원,2,"[13512, 4148, 18166, 2157, 27932, 13002, 12108, 4084, 1009, 2520, 16919, 22116, 24888, 2841, 26082, 8906, 1132, 22956, 24340, 22115, 3896, 2934, 3105, 22871, 16965, 4532, 14572, 12930, 17239, 9736, 28470, 25500, 15572, 28097, 2656, 17129, 14462, 21853, 3257, 18771, 25026, 14707, 23822, 16461, 22977, 18824, 18806, 28686, 2551, 12015]","[20, 13, 24, 12, 9, 13, 19, 3, 4, 4, 13, 12, 15, 10, 1, 0, 13, 15, 19, 11, 10, 17, 0, 10, 11, 0, 16, 16, 18, 0, 6, 17, 22, 2, 0, 10, 13, 23, 13, 21, 18, 22, 22, 10, 17, 0, 26, 26, 12, 14]",6.0,5.0,7.0,14.0,10.0,6.0,2.0
김영희,7,"[2194, 2103, 20155, 16505, 19848, 16207, 18110, 9237, 9461, 24499, 2648, 4802, 25390, 2114, 15638, 27886, 19849, 6609, 20918, 2376, 7482, 17209, 24428, 2668, 27988, 16716, 3621, 6443, 25316, 12927, 19577, 3226, 21565, 15966, 1547, 1634, 21728, 14650, 2452, 1448, 28472, 25426, 13251, 14883, 13708, 2800, 25794, 12859, 28092, 24461]","[11, 8, 4, 9, 19, 13, 7, 6, 8, 7, 13, 20, 22, 0, 0, 18, 19, 4, 16, 16, 5, 14, 12, 11, 12, 16, 10, 11, 22, 7, 16, 5, 20, 10, 3, 14, 29, 9, 20, 8, 13, 7, 8, 25, 20, 11, 12, 15, 14, 14]",2.0,5.0,13.0,15.0,11.0,3.0,1.0
최지현,10,"[3805, 2100, 8169, 20310, 25316, 18801, 17121, 6376, 20556, 1037, 24429, 17088, 25606, 1945, 26101, 27892, 28262, 13532, 1399, 28075, 16436, 24340, 25311, 5724, 3094, 20427, 2011, 20189, 17088, 2042, 9267, 19237, 14251, 16223, 13557, 9359, 20030, 2013, 2305, 16950, 11531, 23637, 22868, 3967, 24426, 20164, 2315, 26089, 23816, 11277]","[12, 0, 24, 8, 22, 26, 0, 4, 21, 5, 12, 11, 15, 15, 21, 11, 21, 15, 16, 8, 18, 19, 1, 3, 0, 22, 11, 19, 11, 15, 21, 14, 17, 23, 21, 15, 24, 13, 15, 19, 4, 19, 13, 11, 12, 11, 18, 18, 13, 10]",3.0,5.0,3.0,19.0,9.0,10.0,1.0
주영희,6,"[12762, 23086, 25426, 16160, 9527, 1275, 1507, 2113, 14610, 25491, 8880, 3860, 2322, 11057, 11562, 1262, 2305, 18310, 11502, 2521, 25403, 27170, 18227, 14627, 28701, 28402, 3646, 20505, 6986, 27210, 22940, 16858, 15786, 10096, 20362, 25705, 13327, 20413, 17101, 9278, 28444, 28245, 25339, 17464, 9316, 19845, 4792, 13312, 16950, 17281]","[12, 14, 7, 21, 14, 15, 14, 24, 13, 19, 19, 17, 20, 10, 13, 10, 15, 8, 7, 0, 20, 20, 18, 9, 1, 21, 0, 15, 8, 11, 16, 20, 5, 13, 5, 5, 18, 9, 21, 12, 1, 8, 13, 19, 2, 12, 18, 12, 19, 12]",2.0,6.0,9.0,16.0,13.0,4.0,0.0
허성수,2,"[9176, 2285, 3780, 2882, 23257, 16215, 20167, 9206, 1115, 10823, 24270, 1764, 20361, 16965, 16489, 24884, 1306, 13442, 10989, 2143, 16430, 16436, 4771, 23746, 20943, 1701, 3119, 12348, 23032, 12423, 10218, 25339, 16508, 6321, 24046, 21279, 4096, 8986, 25760, 1711, 17419, 18436, 24899, 1212, 2549, 25915, 28292, 26124, 10610, 18353]","[12, 12, 16, 18, 13, 22, 10, 19, 15, 5, 12, 7, 3, 11, 0, 11, 16, 23, 5, 13, 1, 18, 7, 5, 12, 13, 20, 11, 13, 18, 16, 13, 8, 3, 16, 16, 7, 16, 14, 11, 7, 15, 27, 4, 19, 3, 6, 11, 7, 9]",1.0,8.0,9.0,17.0,12.0,2.0,1.0
주채원,1,"[9375, 1815, 1092, 2753, 24090, 14262, 25456, 27069, 2007, 10050, 18118, 3254, 13729, 1011, 2172, 2208, 5462, 10865, 8898, 23075, 22278, 11027, 5570, 20916, 1270, 16503, 5567, 24042, 8979, 28077, 19575, 26517, 10227, 3687, 2808, 1653, 24417, 9499, 15904, 28291, 15899, 1932, 12015, 9290, 14285, 3221, 24268, 11256, 17108, 1012]","[8, 0, 11, 1, 6, 13, 20, 17, 18, 26, 17, 7, 22, 11, 17, 14, 6, 3, 23, 13, 30, 21, 19, 10, 8, 3, 9, 15, 6, 21, 5, 6, 18, 14, 18, 16, 7, 0, 6, 11, 19, 10, 14, 7, 17, 12, 10, 6, 0, 9]",3.0,4.0,16.0,10.0,11.0,4.0,2.0
구지혜,10,"[14860, 14719, 10429, 17301, 11266, 28220, 24370, 17842, 2881, 1169, 11443, 1377, 18170, 5896, 2351, 23041, 27071, 1657, 19242, 1290, 14582, 1344, 17448, 26126, 1764, 27950, 2104, 8944, 2314, 1053, 14265, 1011, 2515, 15716, 12013, 12849, 25327, 21562, 25906, 4256, 14908, 19544, 5638, 13911, 3126, 1727, 14735, 21295, 5585, 17217]","[17, 11, 12, 15, 17, 19, 10, 15, 13, 15, 14, 14, 13, 18, 20, 15, 22, 18, 19, 20, 6, 12, 18, 14, 7, 23, 16, 16, 12, 15, 12, 11, 14, 21, 15, 10, 8, 19, 10, 14, 15, 16, 10, 14, 12, 14, 22, 0, 4, 16]",1.0,1.0,7.0,23.0,14.0,4.0,0.0
한승민,10,"[12910, 28291, 17500, 15915, 2259, 1122, 27917, 11050, 16000, 27458, 26272, 7775, 4044, 2250, 25336, 19601, 11493, 15720, 14428, 2190, 2638, 18250, 25021, 22306, 1991, 17504, 12902, 12101, 2749, 25372, 2296, 2457, 15904, 2741, 1138, 25545, 25336, 22253, 14283, 1840, 19545, 2906, 21321, 13008, 1726, 21560, 25924, 16399, 6417, 17239]","[8, 11, 16, 0, 14, 17, 17, 5, 19, 15, 23, 13, 14, 14, 19, 12, 20, 6, 15, 12, 13, 16, 23, 22, 10, 6, 13, 10, 14, 1, 12, 13, 6, 1, 9, 14, 19, 15, 20, 24, 20, 19, 16, 14, 13, 21, 18, 16, 6, 18]",1.0,3.0,8.0,18.0,15.0,5.0,0.0
최숙자,3,"[20114, 13144, 17937, 18932, 2899, 2874, 5462, 3944, 1998, 1833, 13003, 15658, 11062, 24730, 20416, 4619, 3023, 1709, 10161, 2861, 1878, 25180, 1224, 13128, 24683, 2706, 2168, 27865, 17090, 3673, 1363, 15553, 20655, 13729, 20444, 16474, 17071, 16707, 12095, 25415, 18798, 12424, 10299, 9358, 20327, 22971, 1781, 24917, 1629, 13429]","[6, 12, 30, 27, 21, 17, 6, 9, 16, 13, 14, 9, 13, 16, 9, 3, 5, 9, 0, 18, 15, 8, 20, 0, 23, 0, 10, 5, 13, 13, 0, 11, 26, 22, 11, 16, 16, 19, 13, 21, 21, 18, 0, 6, 13, 9, 14, 23, 10, 18]",5.0,3.0,11.0,12.0,10.0,6.0,3.0
